smiles,pert_iname,broad_id,activity_model_0,activity_model_1,activity_model_2,activity_model_3,activity_model_4,activity_model_5,activity_model_6,activity_model_7,activity_model_8,activity_model_9
Cc1[nH]c(\C=C2/C(=O)Nc3cc(ccc23)-c2ccccc2)c(C)c1CCC(O)=O,SU16f,BRD-K91106808-001-02-0,0.007747769,0.012046173,0.009118815,0.010927958,0.03688045,0.096183114,0.018451208,0.030661924,0.049245548,0.26135823
CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,rotigotine,BRD-K91111634-001-01-2,0.095949374,0.153014,0.02980466,0.076893926,0.06894125,0.32363236,0.1226512,0.07525972,0.023814252,0.21575868
S=C=Nc1cccc(NC(=S)NCCCCNC(=S)Nc2cccc(c2)N=C=S)c1,MRS-2578,BRD-K91135178-001-02-1,0.80431014,0.83240986,0.80693024,0.949131,0.7851773,0.6092633,0.85133463,0.82776594,0.88682723,0.66527593
Oc1cccc(c1)-c1c2ccc(n2)c(-c2cccc(O)c2)c2ccc([nH]2)c(-c2cccc(O)c2)c2ccc([nH]2)c(-c2cccc(O)c2)c2ccc1n2,m-THP,BRD-K91147684-001-01-5,0.03956664,0.02058554,0.012070553,0.036106247,0.05897379,0.11446446,0.063214205,0.043898482,0.054723337,0.15874478
Fc1cccc([C@@H]2CC[C@@H](NC(=O)N3CCC(CC3)n3c4cccnc4[nH]c3=O)C(=O)N(CC(F)(F)F)C2)c1F,telcagepant,BRD-K91159026-001-01-7,0.054643154,0.021122767,0.22504196,0.15141304,0.17676191,0.22758836,0.026312718,0.053698417,0.20020571,0.7671014
CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,aloxistatin,BRD-K91188791-001-14-2,0.5857363,0.6970002,0.57110167,0.63088304,0.7519657,0.4398954,0.34668934,0.73484343,0.66438234,0.65184605
Cn1cc(cc1C(O)=O)C(=O)c1cccc2ccccc12,napirimus,BRD-K91234829-001-01-7,0.5551001,0.8151198,0.6128596,0.6455765,0.4652057,0.64207625,0.66024995,0.5282745,0.5924334,0.73923004
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,propiverine,BRD-K91244729-003-01-3,0.0073642987,0.0049354574,0.015784984,0.0056902487,0.0036835049,0.03444568,0.0031233132,0.0033600654,0.0010559144,0.020120984
CNCCC=C1c2ccccc2CCc2ccccc12,nortriptyline,BRD-K91263825-003-21-4,0.051192082,0.08850278,0.059602898,0.021636222,0.08864478,0.11229955,0.07304533,0.07097788,0.030882362,0.05288765
CCCCNc1ncc2c(cn([C@H]3CC[C@H](O)CC3)c2n1)-c1ccc(CN2CCN(C)CC2)cc1,UNC2025,BRD-K91283740-003-01-6,0.6926051,0.88737595,0.61829805,0.64178467,0.5554135,0.4868572,0.5852397,0.46700847,0.7636098,0.8132758
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,amodiaquine,BRD-K91290917-300-01-8,0.84467494,0.9463267,0.94710803,0.92527336,0.8469969,0.79502964,0.88438207,0.87360865,0.9074308,0.835746
O=C1\C(CCC\C1=C/c1cccs1)=C\c1cccs1,tenylidone,BRD-K91298281-001-01-3,0.23271498,0.39603764,0.3880171,0.11381153,0.16016121,0.54593253,0.17520507,0.10585048,0.28115278,0.26385993
COc1ccc2[C@@H](OC(=O)c2c1OC)[C@@H]1N(C)CCc2cc3OCOc3c(OC)c12,noscapine hydrochloride,BRD-K91301684-003-05-5,0.108564086,0.11405549,0.08719602,0.035766944,0.14295568,0.33288708,0.05850608,0.15548198,0.057905395,0.17020032
CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C11CCC1)c1cnc(C#N)c(c1)C(F)(F)F,apalutamide,BRD-K91308639-001-02-7,0.059787337,0.0685136,0.06101668,0.08587892,0.13685332,0.1766742,0.3714281,0.2748219,0.06820618,0.1923821
CNCCc1ccccn1,betahistine,BRD-K91315211-300-05-7,0.042106584,0.055454098,0.15673688,0.022666711,0.09109249,0.1255241,0.06453878,0.04579849,0.056212865,0.11751848
Cc1ccc(cc1)S(=O)(=O)N1CCC[C@H]1c1ccc(F)cc1,Ro-67-7476,BRD-K91333421-001-01-9,0.017769234,0.015390902,0.036277294,0.0063225525,0.027166598,0.059105884,0.02648796,0.033596195,0.022150746,0.09406645
CN(C)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1,mesulergine,BRD-K91336023-003-01-0,0.64078915,0.8211804,0.7200822,0.82934743,0.7906754,0.76568687,0.4826352,0.6142131,0.5441471,0.7537305
CCCCCC\C=C/CCCCCCCC(O)=O,palmitoleic-acid,BRD-K91356052-001-04-0,0.11686434,0.15809123,0.18008105,0.35404915,0.1596435,0.38600037,0.2632632,0.32950565,0.23189534,0.4327702
COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,anisomycin,BRD-K91370081-001-25-1,0.031407334,0.031569157,0.020725623,0.028019004,0.14871906,0.27810973,0.06170644,0.08567614,0.12715304,0.22009659
CC(C)N1CCC[C@H](Cn2c(C)nc3ccc(Oc4ccc(F)cc4)cc3c2=O)C1,YIL-781,BRD-K91403886-003-01-4,0.17253318,0.23986356,0.1056654,0.23142014,0.14255585,0.20306565,0.13013403,0.14530294,0.2914173,0.2781344
C1Cc2[nH]nc(-c3nn[nH]n3)c2C1,MK-0354,BRD-K91405252-001-01-9,0.14338775,0.13720031,0.26380062,0.13048726,0.12434632,0.12437028,0.2209032,0.1422134,0.10067182,0.19644822
OC(=O)c1ccccc1NCCc1ccccc1,tromaril,BRD-K91422571-001-01-8,0.28084368,0.21773277,0.268047,0.11448865,0.18098693,0.32634875,0.27471358,0.23907386,0.22896193,0.2644922
COC[C@H](NC(=O)[C@H](COC)NC(=O)c1cnc(C)s1)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1,oprozomib,BRD-K91438851-001-02-9,0.034614343,0.08490446,0.09661547,0.043956887,0.02772784,0.13394949,0.015280645,0.024460766,0.032746818,0.24875672
CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O,sacubitril,BRD-K91456750-001-01-9,0.015420584,0.023946956,0.039323065,0.015723275,0.0060003353,0.104846455,0.007832594,0.040450167,0.053705987,0.2253914
CCCCCCCCCCCCCCCCCCCCCC(O)=O,AGP-103,BRD-K91495480-001-02-2,0.19854167,0.3406976,0.31336895,0.5562846,0.3097022,0.44073647,0.5212444,0.49400547,0.44271547,0.5455939
Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,piceatannol,BRD-K91509126-001-23-6,0.61314845,0.5422328,0.75164366,0.5149084,0.743287,0.6384238,0.6479194,0.5669673,0.90156686,0.636137
CCC(CC)n1ccc2c(cc(cc12)C#N)C(=O)NCc1c(C)cc(C)[nH]c1=O,EI1,BRD-K91535048-001-01-2,0.030256478,0.073601305,0.036094036,0.12922212,0.033392664,0.06503975,0.0700712,0.067769244,0.01992152,0.27408558
OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2[C@H](O)CN=CNc12,pentostatin,BRD-K91543828-001-02-0,0.167244,0.11636054,0.3118587,0.2501511,0.026228262,0.486878,0.36883333,0.032916788,0.074065864,0.32937133
CCN(CC)C(=O)c1cccnc1,nikethamide,BRD-K91544578-001-03-8,0.011236182,0.011746976,0.029044973,0.020030417,0.013572742,0.07104514,0.024083165,0.023917388,0.00849378,0.063364774
S=c1nc[nH]c2nc[nH]c12,mercaptopurine,BRD-K91601245-001-12-0,0.8315098,0.8574411,0.97766626,0.9477094,0.9809116,0.84762627,0.9453607,0.93144774,0.66815794,0.90214443
OC\C=C\C(O)=O,trans-4-hydroxycrotonic-acid,BRD-K91614056-001-02-2,0.21494505,0.22684394,0.2482357,0.199829,0.25068203,0.335454,0.32804793,0.25180864,0.24536866,0.28631425
COc1ccc(cc1)S(=O)(=O)Nc1cccnc1Nc1ccc(O)cc1,ABT-751,BRD-K91623615-001-04-3,0.5252631,0.65616536,0.7128223,0.60841763,0.4432876,0.5497926,0.53202397,0.68860775,0.7077378,0.5316486
C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(O)=O,kasugamycin,BRD-K91644281-311-02-9,0.019718777,0.053049393,0.057298597,0.046953652,0.064679645,0.06383997,0.1552229,0.04580335,0.029958613,0.33765122
CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,benzonatate,BRD-K91699951-001-10-2,0.031022653,0.07152074,0.08724572,0.06312906,0.04073492,0.13200401,0.036484044,0.09997045,0.047470335,0.21899416
Cc1cc(C)c(NC(=O)N(Cc2ccc-3c(Cc4ccccc-34)c2)C2CCCCCC2)c(C)c1,YM-750,BRD-K91716465-001-01-2,0.0035534545,0.00045512218,0.001074297,0.0006895514,0.00070780556,0.008250284,0.0044068545,0.0020092747,0.0037727654,0.015325945
COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O,secoisolariciresinol-(-),BRD-K91733562-001-05-0,0.5918815,0.4705886,0.6963537,0.61202705,0.53250027,0.58570534,0.44751254,0.49808073,0.63301533,0.6342202
OC(=O)Cc1ccc(cc1)-c1ccccc1,felbinac,BRD-K91740057-001-19-8,0.16337529,0.20310777,0.22008148,0.13690436,0.14626497,0.3633004,0.27836853,0.32167616,0.1851409,0.24538156
O=c1nc[nH]c2ccccc12,4-HQN,BRD-K91758890-001-10-0,0.29917958,0.4130614,0.55541843,0.41921732,0.4958398,0.4405355,0.5222057,0.6228391,0.42023152,0.41924012
Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,torcitabine,BRD-K91822704-003-07-2,0.7185836,0.71164566,0.83912235,0.83795273,0.80064607,0.87118524,0.80784255,0.6795465,0.6401138,0.74749106
C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,ZK-811752,BRD-K91825936-001-01-2,0.1789489,0.15162642,0.10825553,0.09285391,0.035453312,0.15629536,0.10621952,0.072786264,0.080526985,0.29237768
C(N1CCN(CC1)c1nc2ccccc2s1)c1ccc2OCOc2c1,2-[1-(4-piperonyl)piperazinyl]benzothiazole,BRD-K91868854-001-03-6,0.08164977,0.3171512,0.36927196,0.064986356,0.12701327,0.50279725,0.043313723,0.2585987,0.37303156,0.21859588
NC(=NNc1ccccc1)c1ccccc1,CBS-1114,BRD-K91874254-001-01-4,0.46011102,0.26240328,0.518748,0.36596578,0.4613264,0.42505252,0.47773206,0.49432498,0.3454977,0.4625281
CN1CCN(CCOc2ccc(-c3c(sc4ncnc(O[C@H](Cc5ccccc5OCc5ccnn5CC(F)(F)F)C(O)=O)c34)-c3ccc(F)o3)c(C)c2Cl)CC1,S63845,BRD-K91876515-001-03-9,0.024751468,0.039477646,0.0075495383,0.113080256,0.059856474,0.21479172,0.09268054,0.020838778,0.12328576,0.26756397
Fc1ccc(Sc2ccc3c(-c4c(Cl)cccc4Cl)c(=O)ncn3n2)c(F)c1,VX-745,BRD-K91900765-001-05-0,0.5630899,0.7261445,0.67883587,0.6860441,0.80021024,0.76052016,0.62684584,0.7539601,0.75626487,0.6968281
NC(=O)c1ccc2[nH]ccc2c1,SD-169,BRD-K91904471-001-02-4,0.2323312,0.1296079,0.40411684,0.10708594,0.30791795,0.28340638,0.30713764,0.16103014,0.17638853,0.26564154
C[C@@]12C[C@H]3C[C@@](C)(C1)C[C@](N)(C3)C2,memantine,BRD-K91938660-003-10-9,0.11707526,0.073150136,0.11342166,0.072110385,0.04833393,0.1487634,0.14900294,0.11339667,0.09519825,0.16965361
Cc1c(nn(c1-c1ccc(I)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1,AM-251,BRD-K92000912-001-11-8,0.08523595,0.07897831,0.056375314,0.098221794,0.0893865,0.08810241,0.06437012,0.14044963,0.15329038,0.20503691
C(CN1CCN(C\C=C\c2ccccc2)CC1)OC(c1ccccc1)c1ccccc1,GBR-12783,BRD-K92015269-300-01-2,0.17126395,0.07779968,0.038784225,0.16051209,0.046982355,0.079880826,0.053970978,0.08344389,0.021685494,0.09853858
Nc1nc(OCc2ccccc2)c2[nH]cnc2n1,O6-benzylguanine,BRD-K92041145-001-09-5,0.3108135,0.38222027,0.8747048,0.24726956,0.7153241,0.69845515,0.8207964,0.4638234,0.7429663,0.7518769
Nc1nc(N)c2nc(c(N)nc2n1)-c1ccccc1,triamterene,BRD-K92049597-001-19-0,0.28664878,0.367416,0.5514421,0.31384122,0.33994022,0.51390785,0.5157868,0.3891392,0.38178596,0.4684353
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,norethindrone,BRD-K92073408-001-14-0,0.16862486,0.080646865,0.19976227,0.047215376,0.06322006,0.2427314,0.013397619,0.039012637,0.019644909,0.07897422
CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@@H]1CC[C@H](Cl)[C@@H](C1)OC,pimecrolimus,BRD-K92107055-001-01-9,0.84530294,0.7195195,0.8438899,0.9614423,0.96542656,0.93464416,0.99460113,0.64782006,0.46165508,0.9762048
OC(=O)Cc1ccc2OCc3ccccc3C(=O)c2c1,isoxepac,BRD-K92116564-001-01-4,0.08378794,0.029681498,0.049984973,0.0541945,0.060727183,0.27835608,0.16227612,0.03744894,0.04215464,0.19666919
NC(=O)CN1Cc2ccccc2OC1=O,caroxazone,BRD-K92129045-001-01-6,0.21790132,0.36008662,0.6431325,0.13896759,0.49672145,0.47047597,0.18927222,0.18780573,0.15605365,0.31936473
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4cc(F)c(C)c5CC[C@H](N)c(c3Cn1c2=O)c45,exatecan-mesylate,BRD-K92150287-066-01-2,0.12827969,0.09107243,0.083133936,0.05663362,0.017866684,0.4079387,0.25229156,0.029690387,0.035381146,0.50704485
NC(=O)c1cccc(c1)-c1cccc(OC(=O)NC2CCCCC2)c1,URB597,BRD-K92169341-001-10-4,0.22286329,0.23279357,0.24626328,0.09085752,0.29230472,0.23785432,0.28190246,0.12974998,0.17197698,0.31996703
FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)c2ccccc2-c2ccc(cc2)C(F)(F)F)c2ccccc2-c2ccccc12,lomitapide,BRD-K92213669-001-01-3,0.59034425,0.35525873,0.2857751,0.41931728,0.21098869,0.31554207,0.4470337,0.15896602,0.15585473,0.59671
CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1,tosedostat,BRD-K92241597-001-05-2,0.9493936,0.93872225,0.8393126,0.73443794,0.9533117,0.3684848,0.7796937,0.61179715,0.6776275,0.67392004
CCCCC(C)(C)[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,"16,16-dimethylprostaglandin-e2",BRD-K92301463-001-05-5,0.103454165,0.078651816,0.04413341,0.12649764,0.0067215213,0.34932435,0.091169216,0.1280642,0.16787305,0.34219864
CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1,oglemilast,BRD-K92303087-001-01-6,0.13298295,0.09390176,0.14304498,0.5492523,0.27621105,0.5062155,0.6406162,0.19234183,0.15020211,0.639815
CCC1=C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C2)([C@@H]13)C(=O)OC,catharanthine,BRD-K92377961-001-02-9,0.16193533,0.590329,0.34271136,0.5328869,0.2696632,0.5202094,0.2633049,0.1944696,0.44450524,0.29526052
NCCc1c[nH]c2ccc(cc12)C(N)=O,5-carboxamidotryptamine,BRD-K92382976-050-01-1,0.09378583,0.035993777,0.1326297,0.025378015,0.07297586,0.14659193,0.09033174,0.060288616,0.042329077,0.25272417
N[C@@H](Cn1oc(=O)[nH]c1=O)C(O)=O,L-quisqualic-acid,BRD-K92404805-001-07-0,0.27818626,0.1889489,0.48607835,0.36178577,0.34913644,0.40954554,0.19839379,0.38423628,0.2827513,0.41038495
OC(=O)[C@@H]1CSC(=O)N1,procysteine,BRD-K92413528-001-06-9,0.1796329,0.15447195,0.3261304,0.17212646,0.3356532,0.45024157,0.1873154,0.27686733,0.13722348,0.27335888
O=C(CN1CCNCC1)NC1CCCCC1,esaprazole,BRD-K92426617-001-05-5,0.25022417,0.19508785,0.20705122,0.24035051,0.22688352,0.24207549,0.38552764,0.18219684,0.19413905,0.27934268
COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(=O)OCCN1CCOCC1,mycophenolate-mofetil,BRD-K92428153-001-04-4,0.15347256,0.28501981,0.02635988,0.2051329,0.14951749,0.3784493,0.108662575,0.11270306,0.07998828,0.22853197
C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(CN3CCN(C)CC3)cc12)c1ccccc1C(F)(F)F,GSK461364,BRD-K92428232-001-10-6,0.12749833,0.044498652,0.17139702,0.31302372,0.08988058,0.5283555,0.063959636,0.20293541,0.14254862,0.4363165
CC(C)(N)c1nc(c[nH]1)-c1ccc(OC(F)(F)F)cc1,PF-04885614,BRD-K92435527-001-01-4,0.895942,0.84325534,0.93295914,0.9081482,0.95426625,0.8831754,0.91856444,0.93336475,0.9501869,0.8338634
Cc1cc2c(cc1C(=C)c1ccc(cc1)C(O)=O)C(C)(C)CCC2(C)C,bexarotene,BRD-K92441787-001-04-1,0.242314,0.14580166,0.22506323,0.13302362,0.1319703,0.41566387,0.16920131,0.08497238,0.19865161,0.3957222
COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,zatebradine,BRD-K92446736-001-01-8,0.0041365656,0.0026376983,0.001603312,0.0007811294,0.002299712,0.02634203,0.002390142,0.0027528454,0.0027019728,0.07732961
COc1ccc(cc1)-c1cc(=S)ss1,anethole-trithione,BRD-K92490248-001-04-1,0.18661237,0.21042947,0.33525446,0.22508538,0.3283762,0.49652988,0.15022667,0.3932524,0.16751485,0.33566
CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nn[nH]n1,LY255283,BRD-K92492521-001-02-9,0.5486081,0.11780618,0.2328771,0.39178318,0.10723223,0.50686735,0.31194982,0.29514134,0.30921695,0.32610282
Cc1o[nH]c(=O)c1C[C@H](N)C(O)=O,AMPA-(S),BRD-K92493880-001-03-0,0.09412023,0.14282966,0.19284618,0.31391537,0.09273436,0.32420748,0.24659093,0.17555168,0.21124347,0.4777691
C[C@H](Nc1ncnc2nc[nH]c12)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1,acalisib,BRD-K92517771-001-01-2,0.5043607,0.8652269,0.9433915,0.7945738,0.944547,0.901418,0.86332077,0.6575598,0.87254333,0.9360991
C[C@@H]1CC(=O)c2c(C1)ccc1C(=O)c3c(O)cccc3C(=O)c21,ochromycinone,BRD-K92524032-001-02-1,0.89118683,0.90825593,0.9712445,0.9436985,0.87822783,0.9555801,0.936167,0.86729705,0.8699671,0.86671484
Fc1ccc(cc1)C(OCCN1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1,GBR-13069,BRD-K92577649-300-01-2,0.10615049,0.033957407,0.020617517,0.09646549,0.040984828,0.06317472,0.032380648,0.056128204,0.019134164,0.08942499
O=C(c1cnn2c(ccnc12)-c1ccncc1)c1ccccn1,ocinaplon,BRD-K92581468-001-01-6,0.6059922,0.5073945,0.52837354,0.670657,0.7732528,0.7929766,0.7058742,0.61893046,0.4514805,0.6008193
CN1CCN(CC1)C1=Cc2ccccc2Oc2ccc(Cl)cc12,2-CMDO,BRD-K92588747-051-02-7,0.17291802,0.14674565,0.1489254,0.06944198,0.15080506,0.19180955,0.1301569,0.05933392,0.1848521,0.19118235
COc1ccccc1N1CCN(CC1)c1nc(nc2cc(OC)c(OC)cc12)C1CC1,ML314,BRD-K92606079-001-02-0,0.16216874,0.19909663,0.30084106,0.16677302,0.16511656,0.25096017,0.111725084,0.12757427,0.18709566,0.14635238
NCCS,cysteamine,BRD-K92611362-001-02-6,0.47488496,0.5519392,0.5733561,0.5120711,0.5866597,0.5003174,0.628246,0.65410095,0.60093313,0.56821114
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,safinamide,BRD-K92613113-001-03-9,0.12530187,0.056796428,0.095618494,0.037637696,0.17425789,0.2822097,0.1464395,0.03874369,0.077094406,0.18886276
COc1cc2n(C)c(=O)n(C)c2cc1NS(=O)(=O)c1ccc(Br)cc1C,OF-1,BRD-K92658264-001-01-8,0.11545437,0.061803356,0.15002947,0.033238403,0.0632396,0.11975239,0.06210167,0.11864814,0.10816747,0.34951904
CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,imatinib,BRD-K92723993-001-06-7,0.15435769,0.13275717,0.066390276,0.23151594,0.08002939,0.2071688,0.06581042,0.03695971,0.2542557,0.2807121
C[N+]1=Cc2cc3OCOc3cc2CC1,hydrastinine,BRD-K92726801-311-01-6,0.47415742,0.34773132,0.31039098,0.2615617,0.383476,0.499361,0.46280545,0.51140136,0.3092263,0.33345193
CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC,perindopril,BRD-K92731339-227-04-9,0.16307393,0.18955675,0.30743974,0.36097816,0.35951364,0.19285752,0.37911063,0.060543753,0.12172603,0.408785
C[C@@]12[C@H]3[C@H](C(O)=O)[C@@]45CC(=C)[C@@](O)(C4)CC[C@H]5[C@]3(OC1=O)C=C[C@@H]2O,MD-920,BRD-K92758126-001-18-8,0.004023235,0.0047944793,0.010286758,0.0050645275,0.0015101619,0.06281688,0.0129686035,0.007884882,0.00046485197,0.038000386
Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,riboflavin,BRD-K92760278-001-06-5,0.041599978,0.1297066,0.0815176,0.43830872,0.034824643,0.11171397,0.2158226,0.09747703,0.027909562,0.3715373
Cc1cccc(Nc2ccccc2C(O)=O)c1C,mefenamic-acid,BRD-K92778217-001-31-9,0.054585613,0.021170741,0.036989346,0.013426459,0.011920479,0.19497047,0.025507767,0.015808677,0.013914241,0.15722348
Clc1cccc(c1)-c1ccc(o1)C(=O)Nc1ccc(CN2CCOCC2)cc1,CID-2011756,BRD-K92781136-001-08-9,0.121709354,0.06983822,0.12505545,0.093341954,0.17311366,0.18024234,0.13792354,0.12840594,0.14900213,0.2803929
CC(C)NC[C@@H](O)COc1cccc2ccccc12,propranolol-(R),BRD-K92830582-003-10-5,0.029375467,0.025611628,0.03741254,0.011944576,0.032930315,0.0716956,0.06786463,0.04726237,0.007942836,0.074656315
CO[C@H]1C=CO[C@@]2(C)Oc3c(C2=O)c2c4nc5cc(C)ccn5c4c(NC(=O)\C(C)=C/C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C,rifaximin,BRD-K92838188-001-01-9,0.9857357,0.9810477,0.99514824,0.9828005,0.94980043,0.95391,0.99099874,0.9310546,0.9714471,0.55132484
CC(=O)OCC(COC(C)=O)OC(C)=O,triacetin,BRD-K92844263-001-09-8,0.056027725,0.07981142,0.08060966,0.06429879,0.07620242,0.11697172,0.07816931,0.119669065,0.041845575,0.1460761
NC(=N)c1ccc(N\N=N\c2ccc(cc2)C(N)=N)cc1,diminazene-aceturate,BRD-K92848252-001-01-9,0.720545,0.8066816,0.7461805,0.79421693,0.86450386,0.66070074,0.9382383,0.7063514,0.7489625,0.77974695
COc1cc(OC)cc(\C=C\c2ccc(O)cc2)c1,pterostilbene,BRD-K92870997-001-16-9,0.15031657,0.2929933,0.2779842,0.2571537,0.23892854,0.3654463,0.20571938,0.38048387,0.21269122,0.30631822
Cc1cc(=O)c(c[nH]1)C(=O)N[C@@H](C(=O)N[C@H]1[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O)c1ccc(O)cc1,cefpiramide,BRD-K92872987-001-01-1,0.9965653,0.99718446,0.9983999,0.9970674,0.90405315,0.9380558,0.783205,0.99859256,0.97803456,0.8597246
CC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,hydroxyprogesterone-acetate,BRD-K92902018-001-01-9,0.013774671,0.006021295,0.0023573113,0.00081304926,0.012006909,0.039505634,0.0035232746,0.0075194016,0.0011453497,0.04209176
CC(C)(CCCCCCCCCCC(C)(C)CC(O)=O)CC(O)=O,medica-16,BRD-K92908289-001-01-8,0.19543026,0.22865967,0.14080365,0.427963,0.14621226,0.2760096,0.28874433,0.5332653,0.28559712,0.43434215
Nc1n[n+]([O-])c2ccccc2[n+]1[O-],tirapazamine,BRD-K92968657-001-01-6,0.79416937,0.9014727,0.907028,0.78562284,0.87028587,0.7717707,0.84663826,0.7240922,0.8844835,0.6458073
OC(=O)C(O)=CBr,3-bromopyruvate,BRD-K92980438-001-03-3,0.052963268,0.15680282,0.11578034,0.11667675,0.18154174,0.22388688,0.21654089,0.20999978,0.14656524,0.3076621
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,melperone,BRD-K92984783-003-05-7,0.22951354,0.10705646,0.10013111,0.11273263,0.05624332,0.17529608,0.24416573,0.08821018,0.07842509,0.20969643
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,perflubron,BRD-K92988025-001-01-9,0.23496464,0.19331972,0.46273392,0.42542848,0.44354177,0.4961319,0.56715083,0.43244642,0.40628767,0.5338664
Oc1c(CC=C)cccc1\C=N\NC(=O)CN1CCN(Cc2ccccc2)CC1,PAC-1,BRD-K92991072-001-04-9,0.5118375,0.5504186,0.4808722,0.41534767,0.65395874,0.5542432,0.5837359,0.2801564,0.5318778,0.60300076
CC(C)(C)CCN1C[C@H]2[C@H](CNC(=O)c3cc(Cl)cc(Cl)c3)[C@H]2C1,ML218,BRD-K92995792-003-02-9,0.10495592,0.067027576,0.051722437,0.14482959,0.050587002,0.23064733,0.15900193,0.15801255,0.16911276,0.35895398
Nc1nc(Cl)nc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)O1,cladribine,BRD-K93034159-001-25-8,0.77980316,0.8799751,0.9317633,0.6895171,0.6131701,0.77559847,0.9170266,0.6237672,0.6977102,0.8181276
COc1ccc(O)c(c1)C(C)(C)C,butylated-hydroxyanisole,BRD-K93035859-001-07-6,0.31316632,0.2530432,0.557036,0.36294472,0.38935912,0.4526706,0.27017787,0.3591031,0.2572595,0.49589422
COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,tozadenant,BRD-K93045741-001-01-0,0.056443423,0.04345429,0.16192766,0.10985292,0.08271304,0.16262923,0.08844348,0.038172085,0.015623938,0.15047897
Fc1cncc(c1)N([C@H](C(=O)NC1CC(F)(F)C1)c1ccccc1Cl)C(=O)[C@@H]1CCC(=O)N1c1cc(ccn1)C#N,ivosidenib,BRD-K93073858-001-01-1,0.096699834,0.041761722,0.12971453,0.13726644,0.17155433,0.0826594,0.37419105,0.05879324,0.2631556,0.54676753
